start_station_id,start_long,start_lat,end_station_id,end_long,end_lat
300,-0.17306032,51.505014,279,-0.17660300000000007,51.518623
249,-0.096191134,51.49859784,24,-0.124678402,51.51908011
362,-0.133952,51.536264,24,-0.124678402,51.51908011
435,-0.105593,51.488852,792,-0.10454093,51.505461
239,-0.138019439,51.52443845,281,-0.127575233,51.49580589
500,-0.05438,51.520019,282,-0.06111,51.518675
239,-0.138019439,51.52443845,28,-0.143613641,51.52351808
244,-0.128585022,51.51611887,28,-0.143613641,51.52351808
77,-0.124121774,51.52341837,540,-0.144466,51.528302
224,-0.18740235,51.51031,541,-0.142844,51.506613
21,-0.062806212,51.539834,31,-0.083353323,51.52953709
303,-0.158456089,51.50295379,288,-0.147478734,51.49236962
119,-0.090847761,51.52589324,544,-0.102208,51.526153
103,-0.192538767,51.50472376,289,-0.15128999999998882,51.50923
646,-0.137424571,51.49886563,292,-0.165471605,51.49888404
378,-0.179077626,51.49559291,549,-0.104193,51.49605
38,-0.197245586,51.4973875,38,-0.197245586,51.4973875
782,-0.19760944,51.483911,38,-0.197245586,51.4973875
107,-0.096317627,51.52600832,806,-0.124807385707,51.5372405623
510,-0.025996,51.509303,39,-0.078130921,51.5263778
325,-0.129697889,51.50908747,39,-0.078130921,51.5263778
151,-0.201554966,51.51213691,807,-0.208888173,51.5212
533,-0.069743,51.528222,40,-0.0755789,51.52127071
333,-0.193764092,51.50860544,296,-0.190603326,51.49363156
350,-0.1798541843891,51.5017154373867,41,-0.083493552,51.520955
316,-0.14296064,51.497998,42,-0.093903825,51.53099181
28,-0.143613641,51.52351808,44,-0.144165239,51.51073687
191,-0.153520935,51.50311799,300,-0.17306032,51.505014
191,-0.153520935,51.50311799,300,-0.17306032,51.505014
71,-0.098850915,51.5154186,303,-0.158456089,51.50295379
643,-0.204764421,51.5190427,303,-0.158456089,51.50295379
217,-0.082422399,51.51615461,815,-0.116628700672,51.5000891978
14,-0.12394439999999918,51.529416,815,-0.116628700672,51.5000891978
310,-0.116911864,51.4908679,48,-0.099141408,51.51248445
790,-0.00481,51.541793,816,-0.0205975904647,51.5465327935
562,-0.12318999999999392,51.51742,562,-0.12318999999999392,51.51742
14,-0.12394439999999918,51.529416,51,-0.104298194,51.52671796
350,-0.1798541843891,51.5017154373867,307,-0.187842717,51.50990837
86,-0.115156562,51.48947903,819,-0.114842,51.50621
358,-0.124826,51.516226,52,-0.094934859,51.52295439
552,-0.056667,51.511542,564,-0.117619,51.509943
838,-0.0914017,51.518093,564,-0.117619,51.509943
680,-0.170329317,51.47768469,564,-0.117619,51.509943
720,-0.205279052,51.48724429,564,-0.117619,51.509943
236,-0.073438925,51.51838043,564,-0.117619,51.509943
553,-0.062546,51.535678,565,-0.063386,51.521905
546,-0.107987,51.517428,54,-0.094475072,51.52174785
564,-0.117619,51.509943,311,-0.140485596,51.51918144
51,-0.104298194,51.52671796,57,-0.120202614,51.52334672
202,-0.06954201,51.51236389,57,-0.120202614,51.52334672
13,-0.136039674,51.51991453,313,-0.138072691,51.51734403
533,-0.069743,51.528222,58,-0.079248081,51.52452699
725,-0.096518684,51.491327,827,-0.11147178,51.479601
610,-0.172078187,51.48256792,316,-0.14296064,51.497998
330,-0.179135079,51.51641749,316,-0.14296064,51.497998
180,-0.153645496,51.5129118,316,-0.14296064,51.497998
77,-0.124121774,51.52341837,572,-0.141728,51.539099
614,-0.058826101,51.54119,574,-0.09315,51.53356
376,-0.125674815,51.49188409,64,-0.124749274,51.50946212
826,-0.1429434,51.496863,64,-0.124749274,51.50946212
457,-0.145393,51.542138,64,-0.124749274,51.50946212
274,-0.20528437,51.49671237,64,-0.124749274,51.50946212
631,-0.141770709,51.4795017,832,-0.11578197,51.464019
361,-0.11342629,51.50391973,66,-0.108657431,51.51795029
336,-0.115533,51.504942,66,-0.108657431,51.51795029
659,-0.10307894,51.511934,67,-0.108028472,51.51882555
154,-0.11282408,51.50379168,835,-0.10494775,51.516785
126,-0.096496865,51.51782144,835,-0.10494775,51.516785
54,-0.094475072,51.52174785,835,-0.10494775,51.516785
361,-0.11342629,51.50391973,324,-0.101384068,51.49652013
251,-0.079249,51.518908,324,-0.101384068,51.49652013
354,-0.123702,51.506767,581,-0.147983,51.519167
428,-0.174554,51.499917,581,-0.147983,51.519167
357,-0.139016,51.520994,581,-0.147983,51.519167
579,-0.093051,51.511246,71,-0.098850915,51.5154186
419,-0.149004,51.485821,583,-0.12597218,51.49764
157,-0.193068385,51.50039792,584,-0.19096,51.51244
810,-0.0988072461627,51.5067252868,840,-0.068981764,51.498585
42,-0.093903825,51.53099181,73,-0.088532600000007733,51.525615
631,-0.141770709,51.4795017,74,-0.124469948,51.48591714
654,-0.117661574,51.48267821,74,-0.124469948,51.48591714
320,-0.139956043,51.49357351,842,-0.10832249,51.510981
561,-0.043371,51.518369,587,-0.08497,51.50964
450,-0.053177,51.515975,587,-0.08497,51.50964
382,-0.14744969,51.50935171,333,-0.193764092,51.50860544
734,-0.175407201,51.46230566,589,-0.179369,51.487196
546,-0.107987,51.517428,336,-0.115533,51.504942
349,-0.142783033,51.51196,81,-0.141327271,51.52025302
524,-0.179668,51.511654,337,-0.197524944,51.51108452
348,-0.150481272,51.51217033,83,-0.131510949,51.50963938
801,-0.0980318118664,51.5052241745,84,-0.111778348,51.51593725
89,-0.123509611,51.5262503,84,-0.111778348,51.51593725
192,-0.133201961,51.51251523,340,-0.087587447,51.51444134
465,-0.08249,51.53558,340,-0.087587447,51.51444134
506,-0.075855,51.517475,340,-0.087587447,51.51444134
780,-0.18316517,51.474665,596,-0.199783,51.472817
714,-0.137235175,51.47311696,85,-0.078600401,51.50064702
827,-0.11147178,51.479601,85,-0.078600401,51.50064702
368,-0.15934065,51.50024195,341,-0.12602103,51.50810309
441,-0.114605,51.495656,86,-0.115156562,51.48947903
74,-0.124469948,51.48591714,86,-0.115156562,51.48947903
625,-0.149551631,51.47761941,598,-0.228188,51.494499
319,-0.088542771,51.52702563,344,-0.10102611,51.528246
747,-0.161765173,51.48796408,600,-0.124642,51.481747
167,-0.147624377,51.49395092,345,-0.166878535,51.48802358
623,-0.180791784,51.46193072,345,-0.166878535,51.48802358
153,-0.174411,51.511933,90,-0.139174593,51.53301907
239,-0.138019439,51.52443845,90,-0.139174593,51.53301907
676,-0.126874471,51.47787084,602,-0.133972,51.472993
583,-0.12597218,51.49764,91,-0.111014912,51.49368637
249,-0.096191134,51.49859784,603,-0.116493,51.477839
57,-0.120202614,51.52334672,349,-0.142783033,51.51196
182,-0.165842551,51.52202903,350,-0.1798541843891,51.5017154373867
428,-0.174554,51.499917,350,-0.1798541843891,51.5017154373867
341,-0.12602103,51.50810309,350,-0.1798541843891,51.5017154373867
332,-0.194757949,51.49334336,95,-0.097340162,51.5208417
271,-0.156285395,51.53583617,98,-0.138231303,51.52554222
130,-0.075459482,51.50950627,354,-0.123702,51.506767
660,-0.206029743,51.49087074,610,-0.172078187,51.48256792
686,-0.222456468,51.48814438,610,-0.172078187,51.48256792
256,-0.116764211,51.51362054,355,-0.13922146,51.461388
211,-0.158105512,51.49464523,612,-0.141812513,51.46925984
374,-0.11386436,51.50402794,101,-0.0929401,51.51155322
154,-0.11282408,51.50379168,101,-0.0929401,51.51155322
749,-0.074284675,51.53932857,101,-0.0929401,51.51155322
162,-0.121328408,51.51760685,101,-0.0929401,51.51155322
435,-0.105593,51.488852,357,-0.139016,51.520994
427,-0.09294031,51.51397065,358,-0.124826,51.516226
195,-0.106237501,51.50724437,358,-0.124826,51.516226
19,-0.131161087,51.52505093,358,-0.124826,51.516226
503,-0.051394,51.520893,614,-0.058826101,51.54119
50,-0.087459376,51.52867339,614,-0.058826101,51.54119
507,-0.059091,51.528692,614,-0.058826101,51.54119
66,-0.108657431,51.51795029,104,-0.077121322,51.51159481
183,-0.13612398,51.482362,360,-0.138733562,51.49675303
111,-0.157275636,51.5100172,616,-0.209973497,51.48102131
402,-0.171681991,51.52289229,107,-0.096317627,51.52600832
142,-0.198286569,51.49372451,619,-0.197010096,51.4737636
574,-0.09315,51.53356,109,-0.132328837,51.51563144
572,-0.141728,51.539099,109,-0.132328837,51.51563144
503,-0.051394,51.520893,365,-0.100168,51.530344
129,-0.137043852,51.5118973,111,-0.157275636,51.5100172
333,-0.193764092,51.50860544,111,-0.157275636,51.5100172
266,-0.180246101,51.50102668,111,-0.157275636,51.5100172
320,-0.139956043,51.49357351,367,-0.1642075,51.5173721
367,-0.1642075,51.5173721,367,-0.1642075,51.5173721
602,-0.133972,51.472993,623,-0.180791784,51.46193072
661,-0.202608612,51.51632095,623,-0.180791784,51.46193072
37,-0.192369256,51.49159394,113,-0.183289032,51.49646288
167,-0.147624377,51.49395092,625,-0.149551631,51.47761941
337,-0.197524944,51.51108452,114,-0.158963647,51.52451738
260,-0.135580879,51.5136846,114,-0.158963647,51.52451738
302,-0.216573,51.466907,626,-0.20481514,51.48438657
155,-0.191933711,51.49586666,626,-0.20481514,51.48438657
411,-0.055846029,51.499169,115,-0.073537654,51.51423368
95,-0.097340162,51.5208417,115,-0.073537654,51.51423368
496,-0.015578,51.52512,115,-0.073537654,51.51423368
291,-0.138089062,51.48483991,627,-0.158230901,51.4687905
235,-0.110889274,51.49571828,372,-0.117863,51.515208
765,-0.20682737,51.46760141,629,-0.190184054,51.45995384
470,-0.025492,51.530535,374,-0.11386436,51.50402794
324,-0.101384068,51.49652013,374,-0.11386436,51.50402794
799,-0.137598896295,51.4976984561,120,-0.093080779,51.51573534
150,-0.168917077,51.49705603,376,-0.125674815,51.49188409
19,-0.131161087,51.52505093,122,-0.078869751,51.52111369
266,-0.180246101,51.50102668,634,-0.215804559,51.49434708
543,-0.204666,51.509591,634,-0.215804559,51.49434708
710,-0.163347594,51.47439218,125,-0.094524319,51.50069491
646,-0.137424571,51.49886563,125,-0.094524319,51.50069491
83,-0.131510949,51.50963938,125,-0.094524319,51.50069491
278,-0.07962099,51.5034938,125,-0.094524319,51.50069491
645,-0.100292412,51.50173215,126,-0.096496865,51.51782144
52,-0.094934859,51.52295439,126,-0.096496865,51.51782144
750,-0.157850096,51.4710956,638,-0.169821175,51.46663393
118,-0.13547809,51.49582705,127,-0.09388536,51.51700801
261,-0.191351186,51.5134891,383,-0.13121385,51.51310333
288,-0.147478734,51.49236962,640,-0.148059277,51.47286577
184,-0.14521173,51.52071513,129,-0.137043852,51.5118973
298,-0.074189225,51.50227992,130,-0.075459482,51.50950627
511,-0.053558,51.511066,130,-0.075459482,51.50950627
1,-0.109970527,51.52916347,386,-0.130110822,51.51352755
364,-0.13214036,51.519572,386,-0.130110822,51.51352755
738,-0.187278987,51.47514228,642,-0.174485792,51.46916161
771,-0.216016,51.509224,643,-0.204764421,51.5190427
485,-0.048017,51.531127,132,-0.074754872,51.52364804
392,-0.179702476,51.49942855,133,-0.191462381,51.50136494
293,-0.209494128,51.49815779,133,-0.191462381,51.50136494
620,-0.167160736,51.47518024,133,-0.191462381,51.50136494
60,-0.172190727,51.52644828,389,-0.155757901,51.51013066
552,-0.056667,51.511542,134,-0.06797,51.504904
109,-0.132328837,51.51563144,134,-0.06797,51.504904
303,-0.158456089,51.50295379,646,-0.137424571,51.49886563
428,-0.174554,51.499917,647,-0.217515071,51.50035306
663,-0.211593602,51.51323001,647,-0.217515071,51.50035306
732,-0.087262995,51.50630441,136,-0.097441687,51.51196176
350,-0.1798541843891,51.5017154373867,136,-0.097441687,51.51196176
37,-0.192369256,51.49159394,648,-0.19627483,51.46904022
330,-0.179135079,51.51641749,138,-0.157436972,51.51227622
430,-0.17524,51.48902,138,-0.157436972,51.51227622
662,-0.167919869,51.48498496,395,-0.159919,51.492462
180,-0.153645496,51.5129118,396,-0.163609,51.51809
306,-0.135025698,51.51816295,396,-0.163609,51.51809
345,-0.166878535,51.48802358,653,-0.17070367,51.47084722
268,-0.144132875,51.49320445,143,-0.161203828,51.4968865
199,-0.082989638,51.51048489,399,-0.071653961,51.52261762
570,-0.017676,51.503083,399,-0.071653961,51.52261762
667,-0.222293381,51.5015946,657,-0.221791551,51.49968
350,-0.1798541843891,51.5017154373867,658,-0.16478637,51.47729232
651,-0.183853573,51.48089844,658,-0.16478637,51.47729232
522,-0.036017,51.525941,659,-0.10307894,51.511934
600,-0.124642,51.481747,660,-0.206029743,51.49087074
782,-0.19760944,51.483911,663,-0.211593602,51.51323001
356,-0.173881,51.494412,152,-0.101536865,51.49217002
117,-0.114934001,51.49288067,152,-0.101536865,51.49217002
395,-0.159919,51.492462,664,-0.155442787,51.474376
741,-0.219486603,51.5129814,153,-0.174411,51.511933
303,-0.158456089,51.50295379,153,-0.174411,51.511933
736,-0.216104479,51.50659035,153,-0.174411,51.511933
543,-0.204666,51.509591,157,-0.193068385,51.50039792
142,-0.198286569,51.49372451,157,-0.193068385,51.50039792
288,-0.147478734,51.49236962,673,-0.18038939,51.46517078
341,-0.12602103,51.50810309,162,-0.121328408,51.51760685
541,-0.142844,51.506613,674,-0.11619105,51.53546778
349,-0.142783033,51.51196,419,-0.149004,51.485821
280,-0.162418,51.490083,419,-0.149004,51.485821
216,-0.181190899,51.49094565,676,-0.126874471,51.47787084
607,-0.210279,51.468814,680,-0.170329317,51.47768469
299,-0.136928582,51.49398524,426,-0.129925,51.493072
344,-0.10102611,51.528246,427,-0.09294031,51.51397065
557,-0.0985,51.51601,427,-0.09294031,51.51397065
768,-0.159322467,51.46134382,172,-0.173715911,51.49121192
341,-0.12602103,51.50810309,172,-0.173715911,51.49121192
36,-0.184980612,51.50173726,428,-0.174554,51.499917
684,-0.195197203,51.45475251,684,-0.195197203,51.45475251
750,-0.157850096,51.4710956,430,-0.17524,51.48902
697,-0.112721065,51.53639219,433,-0.116279,51.524564
272,-0.110699309,51.50144456,435,-0.105593,51.488852
5,-0.156876,51.49313,180,-0.153645496,51.5129118
427,-0.09294031,51.51397065,436,-0.11655,51.51824
772,-0.122831913,51.47250956,437,-0.120903,51.488124
755,-0.174971902,51.48512191,693,-0.215618902,51.464786
680,-0.170329317,51.47768469,695,-0.102757578,51.53638435
270,-0.122492418,51.4863434,440,-0.113134,51.483145
405,-0.18267094,51.49418566,185,-0.140741432,51.48805753
190,-0.132845681,51.48997562,185,-0.140741432,51.48805753
91,-0.111014912,51.49368637,441,-0.114605,51.495656
114,-0.158963647,51.52451738,186,-0.175810943,51.51733558
333,-0.193764092,51.50860544,442,-0.211358,51.510101
698,-0.070329419,51.53908372,699,-0.07023031,51.5366541
410,-0.169774,51.519968,188,-0.164393768,51.5165179
766,-0.192165613,51.45752945,700,-0.174347066,51.47696496
189,-0.109914711,51.53166681,189,-0.109914711,51.53166681
638,-0.169821175,51.46663393,701,-0.176267008,51.47287627
446,-0.055894,51.528936,702,-0.065550321,51.52868155
191,-0.153520935,51.50311799,191,-0.153520935,51.50311799
11,-0.122502346,51.52395143,192,-0.133201961,51.51251523
188,-0.164393768,51.5165179,192,-0.133201961,51.51251523
115,-0.073537654,51.51423368,192,-0.133201961,51.51251523
217,-0.082422399,51.51615461,449,-0.057159,51.511088
722,-0.058631453,51.52458353,449,-0.057159,51.511088
64,-0.124749274,51.50946212,194,-0.091773776,51.50462759
612,-0.141812513,51.46925984,194,-0.091773776,51.50462759
383,-0.13121385,51.51310333,194,-0.091773776,51.50462759
55,-0.086685542,51.51707521,194,-0.091773776,51.50462759
361,-0.11342629,51.50391973,706,-0.083632928,51.50215353
326,-0.099981142,51.53266186,195,-0.106237501,51.50724437
117,-0.114934001,51.49288067,196,-0.098497684,51.50368837
101,-0.0929401,51.51155322,197,-0.111606696,51.50556905
732,-0.087262995,51.50630441,199,-0.082989638,51.51048489
833,-0.11537509,51.460232,199,-0.082989638,51.51048489
454,-0.021582,51.487679,455,-0.014409,51.49447
461,-0.038775,51.516,200,-0.066078037,51.51492456
200,-0.066078037,51.51492456,200,-0.066078037,51.51492456
590,-0.16862,51.53256,456,-0.144664,51.538071
204,-0.112432615,51.52659961,201,-0.161113413,51.5225965
733,-0.150817316,51.50542628,457,-0.145393,51.542138
713,-0.14326094,51.54100708,713,-0.14326094,51.54100708
674,-0.11619105,51.53546778,713,-0.14326094,51.54100708
427,-0.09294031,51.51397065,202,-0.06954201,51.51236389
278,-0.07962099,51.5034938,202,-0.06954201,51.51236389
811,-0.0277727426235,51.5057030357,459,-0.03338,51.535179
574,-0.09315,51.53356,459,-0.03338,51.535179
323,-0.083067,51.523196,715,-0.049067243,51.51563007
779,-0.077178979,51.514449,204,-0.112432615,51.52659961
290,-0.17110323,51.518268,717,-0.075885686,51.53658514
458,-0.057544,51.504749,206,-0.062697,51.518154
370,-0.174593,51.520205,462,-0.138853,51.541603
229,-0.123179697,51.50654321,207,-0.153194766,51.50135267
501,-0.054883,51.522561,719,-0.054162264,51.53642464
55,-0.086685542,51.51707521,465,-0.08249,51.53558
101,-0.0929401,51.51155322,210,-0.151926305,51.51681444
180,-0.153645496,51.5129118,210,-0.151926305,51.51681444
541,-0.142844,51.506613,211,-0.158105512,51.49464523
191,-0.153520935,51.50311799,213,-0.149569201,51.50274025
77,-0.124121774,51.52341837,214,-0.130504336,51.52683806
480,-0.0389866,51.5128711,215,-0.088285377,51.51906932
63,-0.089782579,51.53089041,215,-0.088285377,51.51906932
361,-0.11342629,51.50391973,217,-0.082422399,51.51615461
162,-0.121328408,51.51760685,217,-0.082422399,51.51615461
154,-0.11282408,51.50379168,217,-0.082422399,51.51615461
128,-0.185296516,51.49536226,219,-0.19039362,51.49016361
712,-0.034903714,51.51854104,475,-0.020157,51.499041
701,-0.176267008,51.47287627,220,-0.166485083,51.49066456
282,-0.06111,51.518675,732,-0.087262995,51.50630441
251,-0.079249,51.518908,732,-0.087262995,51.50630441
308,-0.085666316,51.49907558,221,-0.13045856,51.49481649
427,-0.09294031,51.51397065,478,-0.04667,51.521889
155,-0.191933711,51.49586666,224,-0.18740235,51.51031
232,-0.112753217,51.51501025,480,-0.0389866,51.5128711
741,-0.219486603,51.5129814,736,-0.216104479,51.50659035
409,-0.099828,51.493146,225,-0.196422,51.50935342
309,-0.119047563,51.50963123,226,-0.131961389,51.50844614
242,-0.151359288,51.52200801,228,-0.134621209,51.50742485
130,-0.075459482,51.50950627,229,-0.123179697,51.50654321
49,-0.145904427,51.50706909,229,-0.123179697,51.50654321
160,-0.131773845,51.50663341,742,-0.208565479,51.51510818
133,-0.191462381,51.50136494,231,-0.17873226,51.49396755
445,-0.065076,51.52388,232,-0.112753217,51.51501025
91,-0.111014912,51.49368637,233,-0.130699733,51.50777049
615,-0.215895601,51.4768851,746,-0.17903854,51.4795738
190,-0.132845681,51.48997562,747,-0.161765173,51.48796408
597,-0.20782,51.473471,747,-0.161765173,51.48796408
104,-0.077121322,51.51159481,236,-0.073438925,51.51838043
85,-0.078600401,51.50064702,236,-0.073438925,51.51838043
521,-0.037366,51.534137,492,-0.032267204,51.525501
251,-0.079249,51.518908,237,-0.0681619805156,51.5097860151
313,-0.138072691,51.51734403,239,-0.138019439,51.52443845
244,-0.128585022,51.51611887,239,-0.138019439,51.52443845
459,-0.03338,51.535179,495,-0.018703,51.528169
160,-0.131773845,51.50663341,752,-0.17371276,51.515117
71,-0.098850915,51.5154186,497,-0.027581,51.526578
271,-0.156285395,51.53583617,242,-0.151359288,51.52200801
419,-0.149004,51.485821,243,-0.139625122,51.49096258
395,-0.159919,51.492462,755,-0.174971902,51.48512191
209,-0.165101392,51.49358391,755,-0.174971902,51.48512191
495,-0.018703,51.528169,500,-0.05438,51.520019
550,-0.039264,51.521564,500,-0.05438,51.520019
301,-0.148105415,51.51475963,245,-0.142207481,51.4853572
745,-0.18243547,51.47816972,757,-0.187404506,51.48795853
589,-0.179369,51.487196,757,-0.187404506,51.48795853
562,-0.12318999999999392,51.51742,502,-0.049591815,51.53341
503,-0.051394,51.520893,502,-0.049591815,51.53341
508,-0.074431,51.519362,503,-0.051394,51.520893
722,-0.058631453,51.52458353,503,-0.051394,51.520893
248,-0.170279555,51.50645179,248,-0.170279555,51.50645179
39,-0.078130921,51.5263778,505,-0.026768,51.520398
443,-0.058641,51.515256,506,-0.075855,51.517475
27,-0.107927706,51.51382102,251,-0.079249,51.518908
206,-0.062697,51.518154,251,-0.079249,51.518908
67,-0.108028472,51.51882555,251,-0.079249,51.518908
109,-0.132328837,51.51563144,254,-0.106408455,51.53051587
703,-0.10534448,51.51505991,254,-0.106408455,51.53051587
403,-0.158249929,51.51689296,255,-0.179592915,51.52557531
842,-0.10832249,51.510981,511,-0.053558,51.511066
256,-0.116764211,51.51362054,360,-0.138733562,51.49675303
256,-0.116764211,51.51362054,77,-0.124121774,51.52341837
512,-0.06142,51.532091,695,-0.102757578,51.53638435
512,-0.06142,51.532091,202,-0.06954201,51.51236389
768,-0.159322467,51.46134382,684,-0.195197203,51.45475251
1,-0.109970527,51.52916347,11,-0.122502346,51.52395143
514,-0.155525,51.516204,172,-0.173715911,51.49121192
4,-0.120973687,51.53005939,845,-0.063471392,51.497995
260,-0.135580879,51.5136846,574,-0.09315,51.53356
516,-0.014438,51.5112,483,-0.047784,51.51328
5,-0.156876,51.49313,303,-0.158456089,51.50295379
261,-0.191351186,51.5134891,568,-0.18697,51.51616
261,-0.191351186,51.5134891,303,-0.158456089,51.50295379
773,-0.107349,51.511891,199,-0.082989638,51.51048489
264,-0.109256828,51.52644342,130,-0.075459482,51.50950627
520,-0.047218,51.526041,39,-0.078130921,51.5263778
9,-0.096440751,51.5073853,119,-0.090847761,51.52589324
9,-0.096440751,51.5073853,194,-0.091773776,51.50462759
780,-0.18316517,51.474665,307,-0.187842717,51.50990837
780,-0.18316517,51.474665,376,-0.125674815,51.49188409
781,-0.173009,51.495898,428,-0.174554,51.499917
781,-0.173009,51.495898,224,-0.18740235,51.51031
14,-0.12394439999999918,51.529416,152,-0.101536865,51.49217002
15,-0.127854211,51.51772703,71,-0.098850915,51.5154186
271,-0.156285395,51.53583617,545,-0.145246,51.539957
272,-0.110699309,51.50144456,177,-0.140947636,51.49616092
17,-0.109006325,51.5216612,28,-0.143613641,51.52351808
273,-0.114686385,51.50613324,193,-0.100186337,51.50581776
273,-0.114686385,51.50613324,102,-0.076793375,51.51340693
18,-0.12221963,51.51477076,512,-0.06142,51.532091
18,-0.12221963,51.51477076,335,-0.120718759,51.51196803
18,-0.12221963,51.51477076,596,-0.199783,51.472817
18,-0.12221963,51.51477076,634,-0.215804559,51.49434708
274,-0.20528437,51.49671237,182,-0.165842551,51.52202903
274,-0.20528437,51.49671237,36,-0.184980612,51.50173726
274,-0.20528437,51.49671237,571,-0.218337,51.506256
19,-0.131161087,51.52505093,283,-0.118478757,51.51440928
275,-0.092176447,51.52004497,201,-0.161113413,51.5225965
277,-0.191496313,51.50315739,66,-0.108657431,51.51795029
533,-0.069743,51.528222,507,-0.059091,51.528692
790,-0.00481,51.541793,783,-0.021630359,51.5403115
790,-0.00481,51.541793,783,-0.021630359,51.5403115
282,-0.06111,51.518675,496,-0.015578,51.52512
794,-0.14780467,51.461376,724,-0.184806157,51.45799126
27,-0.107927706,51.51382102,206,-0.062697,51.518154
28,-0.143613641,51.52351808,293,-0.209494128,51.49815779
29,-0.193487,51.513735,248,-0.170279555,51.50645179
541,-0.142844,51.506613,292,-0.165471605,51.49888404
797,-0.12827903,51.5293,381,-0.13577731,51.51953043
797,-0.12827903,51.5293,24,-0.124678402,51.51908011
798,-0.122299440803,51.5301998755,799,-0.137598896295,51.4976984561
33,-0.07015,51.515231,399,-0.071653961,51.52261762
291,-0.138089062,51.48483991,589,-0.179369,51.487196
547,-0.002275,51.509474,570,-0.017676,51.503083
547,-0.002275,51.509474,570,-0.017676,51.503083
292,-0.165471605,51.49888404,341,-0.12602103,51.50810309
805,-0.20080483,51.520509,337,-0.197524944,51.51108452
38,-0.197245586,51.4973875,804,-0.125078652873,51.5346677396
550,-0.039264,51.521564,718,-0.060291813,51.53571683
295,-0.092762704,51.50029631,314,-0.083159352,51.50088934
40,-0.0755789,51.52127071,328,-0.086016,51.53114
296,-0.190603326,51.49363156,142,-0.198286569,51.49372451
808,-0.13090885,51.464995,833,-0.11537509,51.460232
553,-0.062546,51.535678,236,-0.073438925,51.51838043
42,-0.093903825,51.53099181,509,-0.090075,51.517842
554,-0.005659,51.513548,516,-0.014438,51.5112
44,-0.144165239,51.51073687,192,-0.133201961,51.51251523
45,-0.162298,51.522511,626,-0.20481514,51.48438657
301,-0.148105415,51.51475963,48,-0.099141408,51.51248445
813,-0.122759625866,51.4878074485,217,-0.082422399,51.51615461
46,-0.06691,51.507131,319,-0.088542771,51.52702563
558,-0.127554,51.493978,549,-0.104193,51.49605
558,-0.127554,51.493978,360,-0.138733562,51.49675303
47,-0.183846408,51.52334476,238,-0.175116099,51.5233534
47,-0.183846408,51.52334476,279,-0.17660300000000007,51.518623
815,-0.116628700672,51.5000891978,353,-0.134234258,51.49459148
